날짜,전체도시이름,도단위이름,시군구이름,최소기온,최대기온,오전날씨,오전비확률,오후날씨,오후비확률,관광지수,관광지표
2023-04-30,강원 고성군,강원,고성군,9.0,23.0,맑음,10%,맑음,0%,-0.2,보통
2023-04-30,강원 춘천시,강원,춘천시,7.0,23.0,맑음,20%,맑음,10%,-0.23,보통
2023-04-30,서울 광진구,서울,광진구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경남 거창군,경남,거창군,7.0,24.0,맑음,10%,맑음,0%,-0.28,나쁨
2023-04-30,부산 연제구,부산,연제구,13.0,22.0,맑음,10%,맑음,0%,-0.25,나쁨
2023-04-30,경남 통영시,경남,통영시,12.0,21.0,맑음,10%,맑음,0%,-0.35,나쁨
2023-04-30,강원 철원군,강원,철원군,6.0,22.0,맑음,20%,맑음,10%,-0.23,보통
2023-04-30,경남 창원시,경남,창원시,10.0,24.0,맑음,10%,맑음,0%,0.02,보통
2023-04-30,경남 고성군,경남,고성군,11.0,22.0,맑음,10%,맑음,0%,-0.25,나쁨
2023-04-30,전남 무안군,전남,무안군,10.0,21.0,맑음,10%,맑음,0%,-0.36,나쁨
2023-04-30,경남 김해시,경남,김해시,11.0,25.0,맑음,10%,맑음,0%,-0.25,나쁨
2023-04-30,인천 옹진군,인천,옹진군,11.0,18.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,경남 밀양시,경남,밀양시,7.0,26.0,맑음,10%,맑음,0%,-0.19,보통
2023-04-30,광주 동구,광주,동구,10.0,25.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,강원 정선군,강원,정선군,5.0,22.0,맑음,20%,맑음,10%,-0.47,나쁨
2023-04-30,충북 증평군,충북,증평군,7.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,강원 인제군,강원,인제군,7.0,22.0,맑음,20%,맑음,10%,-0.41,나쁨
2023-04-30,경남 의령군,경남,의령군,6.0,25.0,맑음,10%,맑음,0%,-0.19,보통
2023-04-30,전남 영광군,전남,영광군,9.0,22.0,맑음,10%,맑음,0%,-0.3,나쁨
2023-04-30,대구 북구,대구,북구,11.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,경북 경산시,경북,경산시,10.0,26.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,강원 홍천군,강원,홍천군,6.0,23.0,맑음,20%,맑음,10%,-0.15,보통
2023-04-30,충북 진천군,충북,진천군,7.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,전남 여수시,전남,여수시,12.0,22.0,맑음,10%,맑음,0%,-0.43,나쁨
2023-04-30,광주 서구,광주,서구,7.0,23.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,인천 연수구,인천,연수구,11.0,18.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,부산 사상구,부산,사상구,13.0,22.0,맑음,10%,맑음,0%,-0.17,보통
2023-04-30,부산 해운대구,부산,해운대구,13.0,22.0,맑음,10%,맑음,0%,-0.23,보통
2023-04-30,전남 곡성군,전남,곡성군,6.0,24.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,전남 담양군,전남,담양군,7.0,24.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,충북 청주시,충북,청주시,10.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,인천 서구,인천,서구,11.0,18.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,강원 삼척시,강원,삼척시,13.0,22.0,맑음,20%,맑음,10%,-0.16,보통
2023-04-30,경남 합천군,경남,합천군,8.0,25.0,맑음,10%,맑음,0%,-0.13,보통
2023-04-30,서울 관악구,서울,관악구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경남 진주시,경남,진주시,7.0,25.0,맑음,10%,맑음,0%,-0.19,보통
2023-04-30,전남 신안군,전남,신안군,10.0,20.0,맑음,10%,맑음,0%,-0.48,나쁨
2023-04-30,경기 화성시,경기,화성시,9.0,21.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,강원 평창군,강원,평창군,5.0,22.0,맑음,20%,맑음,10%,-0.41,나쁨
2023-04-30,광주 동구,광주,동구,7.0,23.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,충북 충주시,충북,충주시,7.0,24.0,맑음,20%,맑음,0%,-0.19,보통
2023-04-30,경남 남해군,경남,남해군,11.0,23.0,맑음,10%,맑음,0%,-0.35,나쁨
2023-04-30,부산 사하구,부산,사하구,13.0,22.0,맑음,10%,맑음,0%,-0.23,보통
2023-04-30,경남 함양군,경남,함양군,6.0,24.0,맑음,10%,맑음,0%,-0.41,나쁨
2023-04-30,강원 동해시,강원,동해시,12.0,22.0,맑음,20%,맑음,10%,-0.16,보통
2023-04-30,서울 동대문구,서울,동대문구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,강원 영월군,강원,영월군,6.0,23.0,맑음,20%,맑음,10%,-0.41,나쁨
2023-04-30,경북 영주시,경북,영주시,7.0,23.0,맑음,20%,맑음,10%,-0.16,보통
2023-04-30,인천 남구,인천,남구,11.0,18.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,광주 서구,광주,서구,10.0,25.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,충남 보령시,충남,보령시,9.0,20.0,맑음,20%,맑음,0%,-0.22,보통
2023-04-30,대전 대덕구,대전,대덕구,9.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,전북 김제시,전북,김제시,10.0,23.0,맑음,20%,맑음,0%,-0.19,보통
2023-04-30,광주 광산구,광주,광산구,7.0,23.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,경북 예천군,경북,예천군,7.0,24.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경기 연천군,경기,연천군,5.0,21.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경기 성남시,경기,성남시,8.0,23.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,전북 완주군,전북,완주군,8.0,24.0,맑음,20%,맑음,0%,-0.32,나쁨
2023-04-30,충남 부여군,충남,부여군,7.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,서울 중랑구,서울,중랑구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,광주 남구,광주,남구,7.0,23.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,경북 영천시,경북,영천시,8.0,25.0,맑음,20%,맑음,10%,-0.16,보통
2023-04-30,경기 군포시,경기,군포시,10.0,21.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,제주 서귀포시,제주,서귀포시,14.0,21.0,맑음,10%,맑음,0%,-0.22,보통
2023-04-30,충남 서산시,충남,서산시,8.0,21.0,맑음,20%,맑음,0%,-0.17,보통
2023-04-30,전북 군산시,전북,군산시,9.0,21.0,맑음,20%,맑음,0%,-0.3,나쁨
2023-04-30,서울 서대문구,서울,서대문구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,서울 성북구,서울,성북구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,서울 강서구,서울,강서구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,인천 동구,인천,동구,11.0,18.0,맑음,20%,맑음,10%,-0.23,보통
2023-04-30,울산 중구,울산,중구,11.0,25.0,맑음,10%,맑음,0%,-0.19,보통
2023-04-30,경기 안양시,경기,안양시,10.0,21.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경기 오산시,경기,오산시,8.0,23.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,충남 계룡시,충남,계룡시,6.0,23.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,충남 서천군,충남,서천군,8.0,20.0,맑음,20%,맑음,0%,-0.3,나쁨
2023-04-30,전북 진안군,전북,진안군,5.0,22.0,맑음,20%,맑음,0%,-0.41,나쁨
2023-04-30,전북 고창군,전북,고창군,8.0,22.0,맑음,20%,맑음,0%,-0.37,나쁨
2023-04-30,대구 서구,대구,서구,11.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,세종 세종시,세종,연기면,7.0,24.0,맑음,20%,맑음,0%,0.02,보통
2023-04-30,경기 김포시,경기,김포시,9.0,21.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,서울 종로구,서울,종로구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,전북 장수군,전북,장수군,5.0,22.0,맑음,20%,맑음,0%,-0.41,나쁨
2023-04-30,대구 수성구,대구,수성구,11.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,부산 기장군,부산,기장군,13.0,22.0,맑음,10%,맑음,0%,-0.23,보통
2023-04-30,경북 청송군,경북,청송군,4.0,24.0,맑음,20%,맑음,10%,-0.3,나쁨
2023-04-30,충남 공주시,충남,공주시,7.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,전북 부안군,전북,부안군,9.0,22.0,맑음,20%,맑음,0%,-0.3,나쁨
2023-04-30,경기 양평군,경기,양평군,8.0,23.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,경기 동두천시,경기,동두천시,8.0,23.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경북 칠곡군,경북,칠곡군,8.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,서울 성동구,서울,성동구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,부산 남구,부산,남구,13.0,22.0,맑음,10%,맑음,0%,-0.23,보통
2023-04-30,부산 금정구,부산,금정구,13.0,22.0,맑음,10%,맑음,0%,-0.25,나쁨
2023-04-30,서울 용산구,서울,용산구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,전북 순창군,전북,순창군,6.0,24.0,맑음,20%,맑음,0%,-0.32,나쁨
2023-04-30,충남 금산군,충남,금산군,7.0,23.0,맑음,20%,맑음,0%,-0.19,보통
2023-04-30,경북 청도군,경북,청도군,7.0,25.0,맑음,20%,맑음,10%,-0.13,보통
2023-04-30,전북 무주군,전북,무주군,6.0,23.0,맑음,20%,맑음,0%,-0.28,나쁨
2023-04-30,경북 포항시,경북,포항시,12.0,25.0,맑음,20%,맑음,10%,-0.17,보통
2023-04-30,서울 은평구,서울,은평구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,제주 제주시,제주,제주시,14.0,21.0,맑음,10%,맑음,0%,-0.28,나쁨
2023-04-30,경기 양주시,경기,양주시,6.0,22.0,맑음,20%,맑음,10%,-0.07,보통
2023-04-30,경기 남양주시,경기,남양주시,7.0,22.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,충남 논산시,충남,논산시,7.0,23.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,울산 남구,울산,남구,11.0,25.0,맑음,10%,맑음,0%,-0.19,보통
2023-04-30,경북 의성군,경북,의성군,5.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,경기 여주시,경기,여주시,8.0,24.0,맑음,20%,맑음,10%,-0.07,보통
2023-04-30,서울 서초구,서울,서초구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,충남 당진시,충남,당진시,9.0,23.0,맑음,20%,맑음,0%,-0.22,보통
2023-04-30,전북 남원시,전북,남원시,7.0,24.0,맑음,20%,맑음,0%,-0.41,나쁨
2023-04-30,경북 울진군,경북,울진군,11.0,21.0,맑음,20%,맑음,10%,-0.23,보통
2023-04-30,경기 구리시,경기,구리시,9.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경기 부천시,경기,부천시,10.0,20.0,맑음,20%,맑음,10%,-0.16,보통
2023-04-30,서울 동작구,서울,동작구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경기 광주시,경기,광주시,7.0,23.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경기 이천시,경기,이천시,8.0,24.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경북 안동시,경북,안동시,7.0,24.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,경기 안성시,경기,안성시,7.0,24.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,대전 유성구,대전,유성구,9.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,경기 의왕시,경기,의왕시,8.0,21.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,전남 진도군,전남,진도군,10.0,21.0,맑음,10%,맑음,0%,-0.43,나쁨
2023-04-30,충남 청양군,충남,청양군,6.0,23.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,대구 달서구,대구,달서구,11.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,충남 홍성군,충남,홍성군,8.0,23.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,부산 강서구,부산,강서구,13.0,22.0,맑음,10%,맑음,0%,-0.25,나쁨
2023-04-30,경기 광명시,경기,광명시,10.0,21.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,서울 양천구,서울,양천구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경북 상주시,경북,상주시,9.0,25.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,부산 동래구,부산,동래구,13.0,22.0,맑음,10%,맑음,0%,-0.25,나쁨
2023-04-30,부산 부산진구,부산,부산진구,13.0,22.0,맑음,10%,맑음,0%,-0.23,보통
2023-04-30,전남 함평군,전남,함평군,8.0,23.0,맑음,10%,맑음,0%,-0.49,나쁨
2023-04-30,경기 시흥시,경기,시흥시,8.0,20.0,맑음,20%,맑음,10%,-0.16,보통
2023-04-30,경기 의정부시,경기,의정부시,8.0,22.0,맑음,20%,맑음,10%,-0.07,보통
2023-04-30,경북 성주군,경북,성주군,8.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,전북 임실군,전북,임실군,5.0,23.0,맑음,20%,맑음,0%,-0.41,나쁨
2023-04-30,충남 태안군,충남,태안군,9.0,20.0,맑음,20%,맑음,0%,-0.22,보통
2023-04-30,전북 전주시,전북,전주시,10.0,24.0,맑음,20%,맑음,0%,-0.32,나쁨
2023-04-30,인천 강화군,인천,강화군,11.0,18.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,울산 동구,울산,동구,11.0,25.0,맑음,10%,맑음,0%,-0.17,보통
2023-04-30,전남 해남군,전남,해남군,8.0,22.0,맑음,10%,맑음,0%,-0.31,나쁨
2023-04-30,대구 달성군,대구,달성군,11.0,25.0,맑음,20%,맑음,10%,-0.13,보통
2023-04-30,대구 남구,대구,남구,11.0,25.0,맑음,20%,맑음,10%,-0.19,보통
2023-04-30,충남 아산시,충남,아산시,9.0,23.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,광주 남구,광주,남구,10.0,25.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,대구 동구,대구,동구,11.0,25.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경북 영양군,경북,영양군,6.0,23.0,맑음,20%,맑음,10%,-0.3,나쁨
2023-04-30,서울 영등포구,서울,영등포구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,대전 서구,대전,서구,9.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,인천 중구,인천,중구,11.0,18.0,맑음,20%,맑음,10%,-0.22,보통
2023-04-30,충남 천안시,충남,천안시,7.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,경북 봉화군,경북,봉화군,4.0,22.0,맑음,20%,맑음,10%,-0.28,나쁨
2023-04-30,경기 광주시,경기,광주시,10.0,25.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,충남 예산군,충남,예산군,8.0,23.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,전남 화순군,전남,화순군,7.0,25.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,광주 광산구,광주,광산구,10.0,25.0,맑음,10%,맑음,0%,-0.32,나쁨
2023-04-30,서울 마포구,서울,마포구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,전북 익산시,전북,익산시,7.0,23.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,경기 과천시,경기,과천시,8.0,23.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경북 영덕군,경북,영덕군,10.0,24.0,맑음,20%,맑음,10%,-0.28,나쁨
2023-04-30,울산 울주군,울산,울주군,11.0,25.0,맑음,10%,맑음,0%,-0.19,보통
2023-04-30,전북 정읍시,전북,정읍시,9.0,23.0,맑음,20%,맑음,0%,-0.32,나쁨
2023-04-30,서울 송파구,서울,송파구,10.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,충북 괴산군,충북,괴산군,6.0,24.0,맑음,20%,맑음,0%,-0.11,보통
2023-04-30,경기 용인시,경기,용인시,7.0,23.0,맑음,20%,맑음,10%,-0.11,보통
2023-04-30,경기 수원시,경기,수원시,9.0,22.0,맑음,20%,맑음,10%,-0.11,보통
2023-05-01,인천 동구,인천,동구,12.0,20.0,맑음,10%,구름많음,30%,0.24,좋음
2023-05-01,전남 광양시,전남,광양시,12.0,24.0,맑음,0%,맑음,10%,0.2,좋음
2023-05-01,서울 광진구,서울,광진구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,전남 고흥군,전남,고흥군,10.0,23.0,맑음,0%,맑음,10%,0.0,보통
2023-05-01,서울 양천구,서울,양천구,12.0,24.0,맑음,10%,구름많음,30%,0.18,좋음
2023-05-01,서울 용산구,서울,용산구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경남 밀양시,경남,밀양시,9.0,26.0,맑음,0%,맑음,10%,0.32,좋음
2023-05-01,경남 남해군,경남,남해군,12.0,23.0,맑음,0%,맑음,10%,0.04,보통
2023-05-01,경기 수원시,경기,수원시,10.0,24.0,맑음,10%,구름많음,30%,0.22,좋음
2023-05-01,경기 안양시,경기,안양시,12.0,23.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,전남 곡성군,전남,곡성군,8.0,25.0,맑음,0%,맑음,10%,0.32,좋음
2023-05-01,서울 영등포구,서울,영등포구,12.0,24.0,맑음,10%,구름많음,30%,0.18,좋음
2023-05-01,서울 송파구,서울,송파구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 관악구,서울,관악구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 강북구,서울,강북구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,대전 중구,대전,중구,10.0,26.0,맑음,0%,맑음,10%,0.2,좋음
2023-05-01,경기 성남시,경기,성남시,9.0,25.0,맑음,10%,구름많음,30%,0.28,좋음
2023-05-01,서울 성북구,서울,성북구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,강원 인제군,강원,인제군,7.0,24.0,맑음,10%,구름많음,30%,0.02,보통
2023-05-01,강원 원주시,강원,원주시,10.0,25.0,맑음,10%,구름많음,30%,0.28,좋음
2023-05-01,경남 사천시,경남,사천시,10.0,24.0,맑음,0%,맑음,10%,0.2,좋음
2023-05-01,경기 양주시,경기,양주시,8.0,23.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,강원 정선군,강원,정선군,7.0,24.0,맑음,10%,구름많음,30%,0.02,보통
2023-05-01,대구 수성구,대구,수성구,12.0,27.0,맑음,0%,맑음,10%,0.3,좋음
2023-05-01,경기 안성시,경기,안성시,9.0,26.0,맑음,10%,구름많음,30%,0.26,좋음
2023-05-01,경기 시흥시,경기,시흥시,9.0,22.0,맑음,10%,구름많음,30%,0.08,보통
2023-05-01,서울 동대문구,서울,동대문구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 김포시,경기,김포시,10.0,22.0,맑음,10%,구름많음,30%,0.08,보통
2023-05-01,경기 부천시,경기,부천시,11.0,22.0,맑음,10%,구름많음,30%,0.08,보통
2023-05-01,광주 동구,광주,동구,8.0,24.0,맑음,0%,맑음,10%,0.32,좋음
2023-05-01,경기 용인시,경기,용인시,8.0,25.0,맑음,10%,구름많음,30%,0.22,좋음
2023-05-01,경기 하남시,경기,하남시,10.0,25.0,맑음,10%,구름많음,30%,0.28,좋음
2023-05-01,강원 화천군,강원,화천군,7.0,24.0,맑음,10%,구름많음,30%,0.18,좋음
2023-05-01,울산 울주군,울산,울주군,13.0,25.0,맑음,0%,맑음,10%,0.24,좋음
2023-05-01,인천 부평구,인천,부평구,12.0,20.0,맑음,10%,구름많음,30%,0.03,보통
2023-05-01,경기 광주시,경기,광주시,12.0,26.0,맑음,10%,구름많음,30%,0.28,좋음
2023-05-01,서울 노원구,서울,노원구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 마포구,서울,마포구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 포천시,경기,포천시,8.0,23.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,강원 횡성군,강원,횡성군,7.0,25.0,맑음,10%,구름많음,30%,0.22,좋음
2023-05-01,경기 의왕시,경기,의왕시,9.0,23.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 광주시,경기,광주시,8.0,24.0,맑음,10%,구름많음,30%,0.28,좋음
2023-05-01,인천 남동구,인천,남동구,12.0,20.0,맑음,10%,구름많음,30%,0.08,보통
2023-05-01,경기 의정부시,경기,의정부시,9.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 평택시,경기,평택시,10.0,26.0,맑음,10%,구름많음,30%,0.26,좋음
2023-05-01,경기 가평군,경기,가평군,6.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 도봉구,서울,도봉구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,인천 강화군,인천,강화군,12.0,20.0,맑음,10%,구름많음,30%,0.03,보통
2023-05-01,울산 동구,울산,동구,13.0,25.0,맑음,0%,맑음,10%,0.24,좋음
2023-05-01,경기 광명시,경기,광명시,12.0,23.0,맑음,10%,구름많음,30%,0.18,좋음
2023-05-01,서울 동작구,서울,동작구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 이천시,경기,이천시,8.0,26.0,맑음,10%,구름많음,30%,0.26,좋음
2023-05-01,경기 파주시,경기,파주시,8.0,23.0,맑음,10%,구름많음,30%,0.05,보통
2023-05-01,경기 고양시,경기,고양시,9.0,24.0,맑음,10%,구름많음,30%,0.18,좋음
2023-05-01,인천 계양구,인천,계양구,12.0,20.0,맑음,10%,구름많음,30%,0.08,보통
2023-05-01,경기 과천시,경기,과천시,9.0,25.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 구리시,경기,구리시,10.0,25.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,강원 철원군,강원,철원군,7.0,23.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,세종 세종시,세종,연기면,8.0,24.0,맑음,0%,맑음,10%,0.06,보통
2023-05-01,인천 연수구,인천,연수구,12.0,20.0,맑음,10%,구름많음,30%,0.03,보통
2023-05-01,경남 김해시,경남,김해시,12.0,25.0,맑음,0%,맑음,10%,0.26,좋음
2023-05-01,경기 양평군,경기,양평군,9.0,25.0,맑음,10%,구름많음,30%,0.28,좋음
2023-05-01,경기 동두천시,경기,동두천시,9.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경남 거창군,경남,거창군,7.0,25.0,맑음,0%,맑음,10%,0.26,좋음
2023-05-01,강원 춘천시,강원,춘천시,8.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 성동구,서울,성동구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 은평구,서울,은평구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,전남 강진군,전남,강진군,9.0,24.0,맑음,0%,맑음,10%,0.11,좋음
2023-05-01,경기 여주시,경기,여주시,8.0,26.0,맑음,10%,구름많음,30%,0.32,좋음
2023-05-01,서울 구로구,서울,구로구,12.0,24.0,맑음,10%,구름많음,30%,0.18,좋음
2023-05-01,경기 남양주시,경기,남양주시,8.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,강원 태백시,강원,태백시,8.0,22.0,맑음,10%,구름많음,30%,-0.1,보통
2023-05-01,서울 서초구,서울,서초구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 종로구,서울,종로구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,대구 중구,대구,중구,12.0,27.0,맑음,0%,맑음,10%,0.3,좋음
2023-05-01,인천 옹진군,인천,옹진군,12.0,20.0,맑음,10%,구름많음,30%,0.03,보통
2023-05-01,경남 거제시,경남,거제시,13.0,24.0,맑음,0%,맑음,10%,0.14,좋음
2023-05-01,광주 서구,광주,서구,8.0,24.0,맑음,0%,맑음,10%,0.32,좋음
2023-05-01,강원 평창군,강원,평창군,6.0,24.0,맑음,10%,구름많음,30%,0.06,보통
2023-05-01,경기 연천군,경기,연천군,7.0,21.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,서울 중랑구,서울,중랑구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 화성시,경기,화성시,10.0,23.0,맑음,10%,구름많음,30%,0.08,보통
2023-05-01,경기 군포시,경기,군포시,11.0,23.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,광주 서구,광주,서구,12.0,26.0,맑음,0%,맑음,10%,0.32,좋음
2023-05-01,서울 금천구,서울,금천구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,강원 홍천군,강원,홍천군,7.0,25.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,경기 오산시,경기,오산시,9.0,25.0,맑음,10%,구름많음,30%,0.22,좋음
2023-05-01,서울 서대문구,서울,서대문구,12.0,24.0,맑음,10%,구름많음,30%,0.23,좋음
2023-05-01,전북 장수군,전북,장수군,7.0,24.0,맑음,0%,구름많음,30%,0.32,좋음
2023-05-01,강원 고성군,강원,고성군,10.0,23.0,맑음,0%,맑음,10%,-0.03,보통
2023-05-01,강원 영월군,강원,영월군,7.0,26.0,맑음,10%,구름많음,30%,0.17,좋음
2023-05-01,전남 함평군,전남,함평군,9.0,24.0,맑음,0%,맑음,10%,0.11,좋음
2023-05-01,충남 태안군,충남,태안군,11.0,21.0,맑음,0%,맑음,10%,0.02,보통
2023-05-01,부산 동래구,부산,동래구,14.0,22.0,맑음,0%,맑음,10%,0.24,좋음
2023-05-01,충남 청양군,충남,청양군,7.0,24.0,맑음,0%,맑음,10%,0.22,좋음
2023-05-01,경북 안동시,경북,안동시,9.0,26.0,맑음,0%,맑음,10%,0.2,좋음
2023-05-01,대구 동구,대구,동구,12.0,27.0,맑음,0%,맑음,10%,0.3,좋음
2023-05-01,전남 해남군,전남,해남군,9.0,24.0,맑음,0%,맑음,10%,0.06,보통
2023-05-01,충남 천안시,충남,천안시,8.0,26.0,맑음,0%,맑음,10%,0.26,좋음
2023-05-01,경북 영덕군,경북,영덕군,13.0,25.0,맑음,0%,맑음,10%,0.05,보통
2023-05-01,대구 남구,대구,남구,12.0,27.0,맑음,0%,맑음,10%,0.3,좋음
2023-05-01,전남 화순군,전남,화순군,9.0,27.0,맑음,0%,맑음,10%,0.32,좋음
2023-05-01,충남 예산군,충남,예산군,10.0,25.0,맑음,0%,맑음,10%,0.26,좋음
2023-05-01,경북 영양군,경북,영양군,8.0,25.0,맑음,0%,맑음,10%,0.16,좋음
